scenario,seed,selector,strat,exp_t,fail,excess_fail,oracle_strat,oracle_exp,gap_pct,attain_pct
heavy_sparse,2050,det_speed,tob,4.1595,0,0,tob,4.1595,0.0,100.0
heavy_sparse,2050,random,random,14.7433,0,0,tob,4.1595,254.445,28.21
heavy_sparse,2050,seq,seq,18.9186,0,0,tob,4.1595,354.826,21.99
heavy_sparse,2050,near,near,5.3124,0,0,tob,4.1595,27.716,78.3
heavy_sparse,2050,score,score,5.0545,0,0,tob,4.1595,21.515,82.29
heavy_sparse,2050,awra,awra,4.2517,0,0,tob,4.1595,2.216,97.83
heavy_sparse,2050,cb,cb,5.1209,0,0,tob,4.1595,23.112,81.23
heavy_sparse,2050,tob,tob,4.1595,0,0,tob,4.1595,0.0,100.0
heavy_sparse,2051,det_holistic,awra,3.3358,0,0,tob,3.1883,4.627,95.58
heavy_sparse,2051,det_lexicographic,awra,3.3358,0,0,tob,3.1883,4.627,95.58
heavy_sparse,2051,det_speed,tob,3.1883,0,0,tob,3.1883,0.0,100.0
heavy_sparse,2051,random,random,21.3789,0,0,tob,3.1883,570.536,14.91
heavy_sparse,2051,seq,seq,20.5299,0,0,tob,3.1883,543.91,15.53
heavy_sparse,2051,near,near,5.9248,0,0,tob,3.1883,85.828,53.81
heavy_sparse,2051,score,score,5.298,0,0,tob,3.1883,66.168,60.18
heavy_sparse,2051,awra,awra,3.3358,0,0,tob,3.1883,4.627,95.58
heavy_sparse,2051,cb,cb,3.925,0,0,tob,3.1883,23.105,81.23
heavy_sparse,2051,tob,tob,3.1883,0,0,tob,3.1883,0.0,100.0
heavy_sparse,2052,det_holistic,awra,3.0301,0,0,tob,2.8774,5.31,94.96
heavy_sparse,2052,det_lexicographic,awra,3.0301,0,0,tob,2.8774,5.31,94.96
heavy_sparse,2052,det_speed,tob,2.8774,0,0,tob,2.8774,0.0,100.0
heavy_sparse,2052,random,random,22.6124,0,0,tob,2.8774,685.876,12.72
heavy_sparse,2052,seq,seq,20.6006,0,0,tob,2.8774,615.957,13.97
heavy_sparse,2052,near,near,5.8423,0,0,tob,2.8774,103.046,49.25
heavy_sparse,2052,score,score,4.2877,0,0,tob,2.8774,49.015,67.11
heavy_sparse,2052,awra,awra,3.0301,0,0,tob,2.8774,5.31,94.96
heavy_sparse,2052,cb,cb,3.5638,0,0,tob,2.8774,23.857,80.74
heavy_sparse,2052,tob,tob,2.8774,0,0,tob,2.8774,0.0,100.0
heavy_sparse,2053,det_holistic,awra,2.8308,0,0,tob,2.5956,9.062,91.69
heavy_sparse,2053,det_lexicographic,awra,2.8308,0,0,tob,2.5956,9.062,91.69
heavy_sparse,2053,det_speed,tob,2.5956,0,0,tob,2.5956,0.0,100.0
heavy_sparse,2053,random,random,18.4772,0,0,tob,2.5956,611.877,14.05
heavy_sparse,2053,seq,seq,21.4933,0,0,tob,2.5956,728.08,12.08
heavy_sparse,2053,near,near,7.1005,0,0,tob,2.5956,173.562,36.55
heavy_sparse,2053,score,score,6.6784,0,0,tob,2.5956,157.299,38.87
heavy_sparse,2053,awra,awra,2.8308,0,0,tob,2.5956,9.062,91.69
heavy_sparse,2053,cb,cb,3.2476,0,0,tob,2.5956,25.122,79.92
heavy_sparse,2053,tob,tob,2.5956,0,0,tob,2.5956,0.0,100.0
heavy_sparse,2054,det_holistic,awra,3.3852,0,0,tob,3.2588,3.877,96.27
heavy_sparse,2054,det_lexicographic,awra,3.3852,0,0,tob,3.2588,3.877,96.27
heavy_sparse,2054,det_speed,tob,3.2588,0,0,tob,3.2588,0.0,100.0
heavy_sparse,2054,random,random,17.7215,0,0,tob,3.2588,443.8,18.39
heavy_sparse,2054,seq,seq,19.145,0,0,tob,3.2588,487.481,17.02
heavy_sparse,2054,near,near,5.8807,0,0,tob,3.2588,80.456,55.42
heavy_sparse,2054,score,score,4.7015,0,0,tob,3.2588,44.271,69.31
heavy_sparse,2054,awra,awra,3.3852,0,0,tob,3.2588,3.877,96.27
heavy_sparse,2054,cb,cb,4.0909,0,0,tob,3.2588,25.532,79.66
heavy_sparse,2054,tob,tob,3.2588,0,0,tob,3.2588,0.0,100.0
heavy_sparse,2055,det_holistic,awra,3.3345,0,0,tob,2.8985,15.04,86.93
heavy_sparse,2055,det_lexicographic,awra,3.3345,0,0,tob,2.8985,15.04,86.93
heavy_sparse,2055,det_speed,tob,2.8985,0,0,tob,2.8985,0.0,100.0
heavy_sparse,2055,random,random,22.4405,0,0,tob,2.8985,674.205,12.92
heavy_sparse,2055,seq,seq,16.9455,0,0,tob,2.8985,484.626,17.1
heavy_sparse,2055,near,near,5.3282,0,0,tob,2.8985,83.824,54.4
heavy_sparse,2055,score,score,4.4185,0,0,tob,2.8985,52.439,65.6
heavy_sparse,2055,awra,awra,3.3345,0,0,tob,2.8985,15.04,86.93
heavy_sparse,2055,cb,cb,3.6058,0,0,tob,2.8985,24.403,80.38
heavy_sparse,2055,tob,tob,2.8985,0,0,tob,2.8985,0.0,100.0
drift_skewless,2026,det_holistic,awra,7.0253,0,0,tob,6.4502,8.917,91.81
drift_skewless,2026,det_lexicographic,tob,6.4502,0,0,tob,6.4502,0.0,100.0
drift_skewless,2026,det_speed,tob,6.4502,0,0,tob,6.4502,0.0,100.0
drift_skewless,2026,random,random,20.4135,0,0,tob,6.4502,216.48,31.6
drift_skewless,2026,seq,seq,18.858,0,0,tob,6.4502,192.364,34.2
drift_skewless,2026,near,near,9.5692,0,0,tob,6.4502,48.355,67.41
drift_skewless,2026,score,score,9.2389,0,0,tob,6.4502,43.235,69.82
drift_skewless,2026,awra,awra,7.0253,0,0,tob,6.4502,8.917,91.81
drift_skewless,2026,cb,cb,9.1066,0,0,tob,6.4502,41.183,70.83
drift_skewless,2026,tob,tob,6.4502,0,0,tob,6.4502,0.0,100.0
drift_skewless,2027,det_holistic,awra,6.9896,0,0,tob,6.2859,11.196,89.93
drift_skewless,2027,det_lexicographic,tob,6.2859,0,0,tob,6.2859,0.0,100.0
drift_skewless,2027,det_speed,tob,6.2859,0,0,tob,6.2859,0.0,100.0
drift_skewless,2027,random,random,16.842,0,0,tob,6.2859,167.934,37.32
drift_skewless,2027,seq,seq,18.6414,0,0,tob,6.2859,196.559,33.72
drift_skewless,2027,near,near,10.4973,0,0,tob,6.2859,66.998,59.88
drift_skewless,2027,score,score,10.2926,0,0,tob,6.2859,63.741,61.07
drift_skewless,2027,awra,awra,6.9896,0,0,tob,6.2859,11.196,89.93
drift_skewless,2027,cb,cb,8.9631,0,0,tob,6.2859,42.591,70.13
drift_skewless,2027,tob,tob,6.2859,0,0,tob,6.2859,0.0,100.0
drift_skewless,2028,det_holistic,awra,6.6351,0,0,tob,5.1688,28.37,77.9
drift_skewless,2028,det_lexicographic,tob,5.1688,0,0,tob,5.1688,0.0,100.0
drift_skewless,2028,det_speed,tob,5.1688,0,0,tob,5.1688,0.0,100.0
drift_skewless,2028,random,random,19.8113,0,0,tob,5.1688,283.289,26.09
drift_skewless,2028,seq,seq,19.9117,0,0,tob,5.1688,285.232,25.96
drift_skewless,2028,near,near,7.778,0,0,tob,5.1688,50.481,66.45
drift_skewless,2028,score,score,7.4419,0,0,tob,5.1688,43.978,69.46
drift_skewless,2028,awra,awra,6.6351,0,0,tob,5.1688,28.37,77.9
drift_skewless,2028,cb,cb,7.2138,0,0,tob,5.1688,39.565,71.65
drift_skewless,2028,tob,tob,5.1688,0,0,tob,5.1688,0.0,100.0
drift_skewless,2029,det_holistic,awra,7.6814,0,0,tob,5.8109,32.189,75.65
drift_skewless,2029,det_lexicographic,tob,5.8109,0,0,tob,5.8109,0.0,100.0
drift_skewless,2029,det_speed,tob,5.8109,0,0,tob,5.8109,0.0,100.0
drift_skewless,2029,random,random,20.5556,0,0,tob,5.8109,253.74,28.27
drift_skewless,2029,seq,seq,16.5007,0,0,tob,5.8109,183.961,35.22
drift_skewless,2029,near,near,8.4545,0,0,tob,5.8109,45.493,68.73
drift_skewless,2029,score,score,8.4159,0,0,tob,5.8109,44.829,69.05
drift_skewless,2029,awra,awra,7.6814,0,0,tob,5.8109,32.189,75.65
drift_skewless,2029,cb,cb,8.3934,0,0,tob,5.8109,44.441,69.23
drift_skewless,2029,tob,tob,5.8109,0,0,tob,5.8109,0.0,100.0
drift_skewless,2030,det_holistic,awra,7.7508,0,0,tob,4.7798,62.158,61.67
drift_skewless,2030,det_lexicographic,tob,4.7798,0,0,tob,4.7798,0.0,100.0
drift_skewless,2030,det_speed,tob,4.7798,0,0,tob,4.7798,0.0,100.0
drift_skewless,2030,random,random,19.0344,0,0,tob,4.7798,298.226,25.11
drift_skewless,2030,seq,seq,18.5555,0,0,tob,4.7798,288.207,25.76
drift_skewless,2030,near,near,7.4926,0,0,tob,4.7798,56.755,63.79
drift_skewless,2030,score,score,7.2639,0,0,tob,4.7798,51.971,65.8
drift_skewless,2030,awra,awra,7.7508,0,0,tob,4.7798,62.158,61.67
drift_skewless,2030,cb,cb,6.6253,0,0,tob,4.7798,38.61,72.14
drift_skewless,2030,tob,tob,4.7798,0,0,tob,4.7798,0.0,100.0
drift_skewless,2031,det_holistic,awra,6.2822,0,0,tob,4.4636,40.743,71.05
drift_skewless,2031,det_lexicographic,tob,4.4636,0,0,tob,4.4636,0.0,100.0
drift_skewless,2031,det_speed,tob,4.4636,0,0,tob,4.4636,0.0,100.0
drift_skewless,2031,random,random,21.1684,0,0,tob,4.4636,374.248,21.09
drift_skewless,2031,seq,seq,15.0786,0,0,tob,4.4636,237.815,29.6
drift_skewless,2031,near,near,9.2297,0,0,tob,4.4636,106.778,48.36
drift_skewless,2031,score,score,8.8703,0,0,tob,4.4636,98.726,50.32
drift_skewless,2031,awra,awra,6.2822,0,0,tob,4.4636,40.743,71.05
drift_skewless,2031,cb,cb,6.1077,0,0,tob,4.4636,36.835,73.08
drift_skewless,2031,tob,tob,4.4636,0,0,tob,4.4636,0.0,100.0
drift_skewless,2032,det_holistic,awra,5.895,0,0,tob,4.3685,34.944,74.1
drift_skewless,2032,det_lexicographic,tob,4.3685,0,0,tob,4.3685,0.0,100.0
drift_skewless,2032,det_speed,tob,4.3685,0,0,tob,4.3685,0.0,100.0
drift_skewless,2032,random,random,22.6121,0,0,tob,4.3685,417.617,19.32
drift_skewless,2032,seq,seq,18.2518,0,0,tob,4.3685,317.803,23.93
drift_skewless,2032,near,near,9.8687,0,0,tob,4.3685,125.906,44.27
drift_skewless,2032,score,score,9.3731,0,0,tob,4.3685,114.562,46.61
drift_skewless,2032,awra,awra,5.895,0,0,tob,4.3685,34.944,74.1
drift_skewless,2032,cb,cb,5.8113,0,0,tob,4.3685,33.028,75.17
drift_skewless,2032,tob,tob,4.3685,0,0,tob,4.3685,0.0,100.0
drift_skewless,2033,det_holistic,awra,7.5578,0,0,tob,5.5568,36.009,73.52
drift_skewless,2033,det_lexicographic,tob,5.5568,0,0,tob,5.5568,0.0,100.0
drift_skewless,2033,det_speed,tob,5.5568,0,0,tob,5.5568,0.0,100.0
drift_skewless,2033,random,random,17.4824,0,0,tob,5.5568,214.61,31.79
drift_skewless,2033,seq,seq,17.1122,0,0,tob,5.5568,207.949,32.47
drift_skewless,2033,near,near,8.298,0,0,tob,5.5568,49.33,66.97
drift_skewless,2033,score,score,7.577,0,0,tob,5.5568,36.354,73.34
drift_skewless,2033,awra,awra,7.5578,0,0,tob,5.5568,36.009,73.52
drift_skewless,2033,cb,cb,7.7367,0,0,tob,5.5568,39.228,71.82
drift_skewless,2033,tob,tob,5.5568,0,0,tob,5.5568,0.0,100.0
drift_skewless,2034,det_holistic,awra,7.6827,0,0,tob,4.6013,66.966,59.89
drift_skewless,2034,det_lexicographic,tob,4.6013,0,0,tob,4.6013,0.0,100.0
drift_skewless,2034,det_speed,tob,4.6013,0,0,tob,4.6013,0.0,100.0
drift_skewless,2034,random,random,21.4655,0,0,tob,4.6013,366.506,21.44
drift_skewless,2034,seq,seq,23.2446,0,0,tob,4.6013,405.171,19.8
drift_skewless,2034,near,near,10.4512,0,0,tob,4.6013,127.134,44.03
drift_skewless,2034,score,score,11.5798,0,0,tob,4.6013,151.661,39.74
drift_skewless,2034,awra,awra,7.6827,0,0,tob,4.6013,66.966,59.89
drift_skewless,2034,cb,cb,6.2687,0,0,tob,4.6013,36.237,73.4
drift_skewless,2034,tob,tob,4.6013,0,0,tob,4.6013,0.0,100.0
drift_skewless,2035,det_holistic,awra,6.408,0,0,tob,5.668,13.058,88.45
drift_skewless,2035,det_lexicographic,tob,5.668,0,0,tob,5.668,0.0,100.0
drift_skewless,2035,det_speed,tob,5.668,0,0,tob,5.668,0.0,100.0
drift_skewless,2035,random,random,19.5895,0,0,tob,5.668,245.619,28.93
drift_skewless,2035,seq,seq,17.4269,0,0,tob,5.668,207.464,32.52
drift_skewless,2035,near,near,8.695,0,0,tob,5.668,53.406,65.19
drift_skewless,2035,score,score,8.1995,0,0,tob,5.668,44.664,69.13
drift_skewless,2035,awra,awra,6.408,0,0,tob,5.668,13.058,88.45
drift_skewless,2035,cb,cb,8.0017,0,0,tob,5.668,41.174,70.83
drift_skewless,2035,tob,tob,5.668,0,0,tob,5.668,0.0,100.0
drift_skewless,2036,det_holistic,awra,6.2205,0,0,tob,4.6094,34.953,74.1
drift_skewless,2036,det_lexicographic,tob,4.6094,0,0,tob,4.6094,0.0,100.0
drift_skewless,2036,det_speed,tob,4.6094,0,0,tob,4.6094,0.0,100.0
drift_skewless,2036,random,random,14.8638,0,0,tob,4.6094,222.465,31.01
drift_skewless,2036,seq,seq,15.473,0,0,tob,4.6094,235.682,29.79
drift_skewless,2036,near,near,7.749,0,0,tob,4.6094,68.113,59.48
drift_skewless,2036,score,score,7.602,0,0,tob,4.6094,64.923,60.63
drift_skewless,2036,awra,awra,6.2205,0,0,tob,4.6094,34.953,74.1
drift_skewless,2036,cb,cb,6.4044,0,0,tob,4.6094,38.942,71.97
drift_skewless,2036,tob,tob,4.6094,0,0,tob,4.6094,0.0,100.0
drift_skewless,2037,det_holistic,awra,7.0803,0,0,tob,6.3421,11.641,89.57
drift_skewless,2037,det_lexicographic,tob,6.3421,0,0,tob,6.3421,0.0,100.0
drift_skewless,2037,det_speed,tob,6.3421,0,0,tob,6.3421,0.0,100.0
drift_skewless,2037,random,random,17.4711,0,0,tob,6.3421,175.48,36.3
drift_skewless,2037,seq,seq,20.2101,0,0,tob,6.3421,218.668,31.38
drift_skewless,2037,near,near,9.183,0,0,tob,6.3421,44.796,69.06
drift_skewless,2037,score,score,9.0226,0,0,tob,6.3421,42.267,70.29
drift_skewless,2037,awra,awra,7.0803,0,0,tob,6.3421,11.641,89.57
drift_skewless,2037,cb,cb,8.8922,0,0,tob,6.3421,40.21,71.32
drift_skewless,2037,tob,tob,6.3421,0,0,tob,6.3421,0.0,100.0
drift_skewless,2038,det_holistic,awra,7.8012,0,0,tob,6.0958,27.977,78.14
drift_skewless,2038,det_lexicographic,tob,6.0958,0,0,tob,6.0958,0.0,100.0
drift_skewless,2038,det_speed,tob,6.0958,0,0,tob,6.0958,0.0,100.0
drift_skewless,2038,random,random,18.3322,0,0,tob,6.0958,200.737,33.25
drift_skewless,2038,seq,seq,20.9841,0,0,tob,6.0958,244.24,29.05
drift_skewless,2038,near,near,8.8333,0,0,tob,6.0958,44.909,69.01
drift_skewless,2038,score,score,8.4517,0,0,tob,6.0958,38.649,72.12
drift_skewless,2038,awra,awra,7.8012,0,0,tob,6.0958,27.977,78.14
drift_skewless,2038,cb,cb,8.6363,0,0,tob,6.0958,41.678,70.58
drift_skewless,2038,tob,tob,6.0958,0,0,tob,6.0958,0.0,100.0
drift_skewless,2039,det_holistic,awra,7.3037,0,0,tob,5.9875,21.982,81.98
drift_skewless,2039,det_lexicographic,tob,5.9875,0,0,tob,5.9875,0.0,100.0
drift_skewless,2039,det_speed,tob,5.9875,0,0,tob,5.9875,0.0,100.0
drift_skewless,2039,random,random,17.1782,0,0,tob,5.9875,186.899,34.86
drift_skewless,2039,seq,seq,17.5768,0,0,tob,5.9875,193.556,34.07
drift_skewless,2039,near,near,8.5876,0,0,tob,5.9875,43.424,69.72
drift_skewless,2039,score,score,8.1985,0,0,tob,5.9875,36.925,73.03
drift_skewless,2039,awra,awra,7.3037,0,0,tob,5.9875,21.982,81.98
drift_skewless,2039,cb,cb,8.3434,0,0,tob,5.9875,39.345,71.76
drift_skewless,2039,tob,tob,5.9875,0,0,tob,5.9875,0.0,100.0
drift_skewless,2040,det_holistic,awra,7.0386,0,0,tob,4.9987,40.808,71.02
drift_skewless,2040,det_lexicographic,tob,4.9987,0,0,tob,4.9987,0.0,100.0
drift_skewless,2040,det_speed,tob,4.9987,0,0,tob,4.9987,0.0,100.0
drift_skewless,2040,random,random,17.9074,0,0,tob,4.9987,258.238,27.91
drift_skewless,2040,seq,seq,17.1147,0,0,tob,4.9987,242.38,29.21
drift_skewless,2040,near,near,8.0852,0,0,tob,4.9987,61.745,61.83
drift_skewless,2040,score,score,7.6204,0,0,tob,4.9987,52.446,65.6
drift_skewless,2040,awra,awra,7.0386,0,0,tob,4.9987,40.808,71.02
drift_skewless,2040,cb,cb,6.9542,0,0,tob,4.9987,39.12,71.88
drift_skewless,2040,tob,tob,4.9987,0,0,tob,4.9987,0.0,100.0
drift_skewless,2041,det_holistic,awra,7.2889,0,0,tob,6.205,17.468,85.13
drift_skewless,2041,det_lexicographic,tob,6.205,0,0,tob,6.205,0.0,100.0
drift_skewless,2041,det_speed,tob,6.205,0,0,tob,6.205,0.0,100.0
drift_skewless,2041,random,random,19.5022,0,0,tob,6.205,214.3,31.82
drift_skewless,2041,seq,seq,18.5019,0,0,tob,6.205,198.179,33.54
drift_skewless,2041,near,near,9.4479,0,0,tob,6.205,52.264,65.68
drift_skewless,2041,score,score,9.0671,0,0,tob,6.205,46.126,68.43
drift_skewless,2041,awra,awra,7.2889,0,0,tob,6.205,17.468,85.13
drift_skewless,2041,cb,cb,8.9346,0,0,tob,6.205,43.991,69.45
drift_skewless,2041,tob,tob,6.205,0,0,tob,6.205,0.0,100.0
drift_skewless,2042,det_holistic,awra,6.6603,0,0,tob,4.9325,35.029,74.06
drift_skewless,2042,det_lexicographic,tob,4.9325,0,0,tob,4.9325,0.0,100.0
drift_skewless,2042,det_speed,tob,4.9325,0,0,tob,4.9325,0.0,100.0
drift_skewless,2042,random,random,21.0977,0,0,tob,4.9325,327.731,23.38
drift_skewless,2042,seq,seq,21.7599,0,0,tob,4.9325,341.157,22.67
drift_skewless,2042,near,near,8.6745,0,0,tob,4.9325,75.865,56.86
drift_skewless,2042,score,score,8.3823,0,0,tob,4.9325,69.942,58.84
drift_skewless,2042,awra,awra,6.6603,0,0,tob,4.9325,35.029,74.06
drift_skewless,2042,cb,cb,6.99,0,0,tob,4.9325,41.715,70.56
drift_skewless,2042,tob,tob,4.9325,0,0,tob,4.9325,0.0,100.0
drift_skewless,2043,det_holistic,awra,6.8717,0,0,tob,5.6062,22.573,81.58
drift_skewless,2043,det_lexicographic,tob,5.6062,0,0,tob,5.6062,0.0,100.0
drift_skewless,2043,det_speed,tob,5.6062,0,0,tob,5.6062,0.0,100.0
drift_skewless,2043,random,random,18.1856,0,0,tob,5.6062,224.381,30.83
drift_skewless,2043,seq,seq,18.0811,0,0,tob,5.6062,222.518,31.01
drift_skewless,2043,near,near,7.7727,0,0,tob,5.6062,38.644,72.13
drift_skewless,2043,score,score,7.5014,0,0,tob,5.6062,33.805,74.74
drift_skewless,2043,awra,awra,6.8717,0,0,tob,5.6062,22.573,81.58
drift_skewless,2043,cb,cb,8.1018,0,0,tob,5.6062,44.514,69.2
drift_skewless,2043,tob,tob,5.6062,0,0,tob,5.6062,0.0,100.0
drift_skewless,2044,det_holistic,awra,6.2279,0,0,tob,4.1738,49.216,67.02
drift_skewless,2044,det_lexicographic,tob,4.1738,0,0,tob,4.1738,0.0,100.0
drift_skewless,2044,det_speed,tob,4.1738,0,0,tob,4.1738,0.0,100.0
drift_skewless,2044,random,random,17.8825,0,0,tob,4.1738,328.452,23.34
drift_skewless,2044,seq,seq,19.459,0,0,tob,4.1738,366.223,21.45
drift_skewless,2044,near,near,8.3527,0,0,tob,4.1738,100.124,49.97
drift_skewless,2044,score,score,7.6219,0,0,tob,4.1738,82.615,54.76
drift_skewless,2044,awra,awra,6.2279,0,0,tob,4.1738,49.216,67.02
drift_skewless,2044,cb,cb,5.8056,0,0,tob,4.1738,39.097,71.89
drift_skewless,2044,tob,tob,4.1738,0,0,tob,4.1738,0.0,100.0
drift_skewless,2045,det_holistic,awra,7.8629,0,0,tob,5.2028,51.129,66.17
drift_skewless,2045,det_lexicographic,tob,5.2028,0,0,tob,5.2028,0.0,100.0
drift_skewless,2045,det_speed,tob,5.2028,0,0,tob,5.2028,0.0,100.0
drift_skewless,2045,random,random,19.9558,0,0,tob,5.2028,283.561,26.07
drift_skewless,2045,seq,seq,18.874,0,0,tob,5.2028,262.768,27.57
drift_skewless,2045,near,near,7.9869,0,0,tob,5.2028,53.511,65.14
drift_skewless,2045,score,score,7.8104,0,0,tob,5.2028,50.12,66.61
drift_skewless,2045,awra,awra,7.8629,0,0,tob,5.2028,51.129,66.17
drift_skewless,2045,cb,cb,7.3253,0,0,tob,5.2028,40.797,71.02
drift_skewless,2045,tob,tob,5.2028,0,0,tob,5.2028,0.0,100.0
drift_skewless,2046,det_holistic,awra,7.5035,0,0,tob,6.4902,15.614,86.49
drift_skewless,2046,det_lexicographic,tob,6.4902,0,0,tob,6.4902,0.0,100.0
drift_skewless,2046,det_speed,tob,6.4902,0,0,tob,6.4902,0.0,100.0
drift_skewless,2046,random,random,19.7049,0,0,tob,6.4902,203.612,32.94
drift_skewless,2046,seq,seq,17.5976,0,0,tob,6.4902,171.143,36.88
drift_skewless,2046,near,near,9.0789,0,0,tob,6.4902,39.887,71.49
drift_skewless,2046,score,score,8.7763,0,0,tob,6.4902,35.225,73.95
drift_skewless,2046,awra,awra,7.5035,0,0,tob,6.4902,15.614,86.49
drift_skewless,2046,cb,cb,9.3719,0,0,tob,6.4902,44.401,69.25
drift_skewless,2046,tob,tob,6.4902,0,0,tob,6.4902,0.0,100.0
drift_skewless,2047,det_holistic,awra,7.066,0,0,tob,5.6075,26.011,79.36
drift_skewless,2047,det_lexicographic,tob,5.6075,0,0,tob,5.6075,0.0,100.0
drift_skewless,2047,det_speed,tob,5.6075,0,0,tob,5.6075,0.0,100.0
drift_skewless,2047,random,random,18.5093,0,0,tob,5.6075,230.082,30.3
drift_skewless,2047,seq,seq,20.4151,0,0,tob,5.6075,264.07,27.47
drift_skewless,2047,near,near,9.5409,0,0,tob,5.6075,70.146,58.77
drift_skewless,2047,score,score,9.2455,0,0,tob,5.6075,64.878,60.65
drift_skewless,2047,awra,awra,7.066,0,0,tob,5.6075,26.011,79.36
drift_skewless,2047,cb,cb,7.6943,0,0,tob,5.6075,37.215,72.88
drift_skewless,2047,tob,tob,5.6075,0,0,tob,5.6075,0.0,100.0
drift_skewless,2048,det_holistic,awra,8.0133,0,0,tob,6.3178,26.838,78.84
drift_skewless,2048,det_lexicographic,tob,6.3178,0,0,tob,6.3178,0.0,100.0
drift_skewless,2048,det_speed,tob,6.3178,0,0,tob,6.3178,0.0,100.0
drift_skewless,2048,random,random,16.3518,0,0,tob,6.3178,158.823,38.64
drift_skewless,2048,seq,seq,19.2305,0,0,tob,6.3178,204.387,32.85
drift_skewless,2048,near,near,9.14,0,0,tob,6.3178,44.672,69.12
drift_skewless,2048,score,score,9.1173,0,0,tob,6.3178,44.312,69.29
drift_skewless,2048,awra,awra,8.0133,0,0,tob,6.3178,26.838,78.84
drift_skewless,2048,cb,cb,9.0393,0,0,tob,6.3178,43.078,69.89
drift_skewless,2048,tob,tob,6.3178,0,0,tob,6.3178,0.0,100.0
drift_skewless,2049,det_holistic,awra,5.5328,0,0,tob,4.2966,28.774,77.66
drift_skewless,2049,det_lexicographic,tob,4.2966,0,0,tob,4.2966,0.0,100.0
drift_skewless,2049,det_speed,tob,4.2966,0,0,tob,4.2966,0.0,100.0
drift_skewless,2049,random,random,19.8907,0,0,tob,4.2966,362.946,21.6
drift_skewless,2049,seq,seq,16.5219,0,0,tob,4.2966,284.538,26.01
drift_skewless,2049,near,near,9.2797,0,0,tob,4.2966,115.98,46.3
drift_skewless,2049,score,score,8.6358,0,0,tob,4.2966,100.993,49.75
drift_skewless,2049,awra,awra,5.5328,0,0,tob,4.2966,28.774,77.66
drift_skewless,2049,cb,cb,5.8786,0,0,tob,4.2966,36.82,73.09
drift_skewless,2049,tob,tob,4.2966,0,0,tob,4.2966,0.0,100.0
drift_skewless,2050,det_holistic,awra,7.3192,0,0,tob,6.4088,14.204,87.56
drift_skewless,2050,det_lexicographic,tob,6.4088,0,0,tob,6.4088,0.0,100.0
drift_skewless,2050,det_speed,tob,6.4088,0,0,tob,6.4088,0.0,100.0
drift_skewless,2050,random,random,20.3506,0,0,tob,6.4088,217.54,31.49
drift_skewless,2050,seq,seq,17.9527,0,0,tob,6.4088,180.125,35.7
drift_skewless,2050,near,near,9.3264,0,0,tob,6.4088,45.523,68.72
drift_skewless,2050,score,score,9.1933,0,0,tob,6.4088,43.448,69.71
drift_skewless,2050,awra,awra,7.3192,0,0,tob,6.4088,14.204,87.56
drift_skewless,2050,cb,cb,9.1905,0,0,tob,6.4088,43.403,69.73
drift_skewless,2050,tob,tob,6.4088,0,0,tob,6.4088,0.0,100.0
drift_skewless,2051,det_holistic,awra,7.5466,0,0,tob,6.2337,21.06,82.6
drift_skewless,2051,det_lexicographic,tob,6.2337,0,0,tob,6.2337,0.0,100.0
drift_skewless,2051,det_speed,tob,6.2337,0,0,tob,6.2337,0.0,100.0
drift_skewless,2051,random,random,20.5667,0,0,tob,6.2337,229.926,30.31
drift_skewless,2051,seq,seq,18.573,0,0,tob,6.2337,197.944,33.56
drift_skewless,2051,near,near,8.3359,0,0,tob,6.2337,33.722,74.78
drift_skewless,2051,score,score,7.9689,0,0,tob,6.2337,27.834,78.23
drift_skewless,2051,awra,awra,7.5466,0,0,tob,6.2337,21.06,82.6
drift_skewless,2051,cb,cb,8.7926,0,0,tob,6.2337,41.048,70.9
drift_skewless,2051,tob,tob,6.2337,0,0,tob,6.2337,0.0,100.0
drift_skewless,2052,det_holistic,awra,7.0927,0,0,tob,6.0411,17.406,85.17
drift_skewless,2052,det_lexicographic,tob,6.0411,0,0,tob,6.0411,0.0,100.0
drift_skewless,2052,det_speed,tob,6.0411,0,0,tob,6.0411,0.0,100.0
drift_skewless,2052,random,random,21.3025,0,0,tob,6.0411,252.624,28.36
drift_skewless,2052,seq,seq,20.8216,0,0,tob,6.0411,244.663,29.01
drift_skewless,2052,near,near,8.3347,0,0,tob,6.0411,37.966,72.48
drift_skewless,2052,score,score,7.5517,0,0,tob,6.0411,25.004,80.0
drift_skewless,2052,awra,awra,7.0927,0,0,tob,6.0411,17.406,85.17
drift_skewless,2052,cb,cb,8.4898,0,0,tob,6.0411,40.533,71.16
drift_skewless,2052,tob,tob,6.0411,0,0,tob,6.0411,0.0,100.0
drift_skewless,2053,det_holistic,awra,6.6233,0,0,tob,5.0487,31.188,76.23
drift_skewless,2053,det_lexicographic,tob,5.0487,0,0,tob,5.0487,0.0,100.0
drift_skewless,2053,det_speed,tob,5.0487,0,0,tob,5.0487,0.0,100.0
drift_skewless,2053,random,random,19.6188,0,0,tob,5.0487,288.589,25.73
drift_skewless,2053,seq,seq,16.1024,0,0,tob,5.0487,218.94,31.35
drift_skewless,2053,near,near,9.8058,0,0,tob,5.0487,94.224,51.49
drift_skewless,2053,score,score,9.6639,0,0,tob,5.0487,91.413,52.24
drift_skewless,2053,awra,awra,6.6233,0,0,tob,5.0487,31.188,76.23
